"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"158",158,"Symphyotrichum lanceolatum","Symphyotrichum lanceolatum ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,126,1,"wfo-0000012570","urn:lsid:ipni.org:names:981841-1","GCC-F3743A58-9A8C-4827-A19E-B4CB2CAAF3B1","Symphyotrichum lanceolatum","species","wfo-4000037221","(Willd.) G.L.Nesom","Asteraceae","","",NA,"Symphyotrichum",NA,"lanceolatum","","species","Valid","Phytologia 77(3): 284 (1995)","Accepted",NA,"wfo-0000122475",NA,"Source in seed data: gcc Update namepublishedIn from 284  to Phytologia 77(3): 284 (1995), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-112167 >The Plant List v","http://www.theplantlist.org/tpl1.1/record/gcc-112167","The Asteraceaae TEN","A","gcc-112167",NA,FALSE,"","","",""
"159",159,"Erigeron peregrinus peregrinus","Erigeron peregrinus  peregrinus",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,127,1,"wfo-0000093354","urn:lsid:ipni.org:names:94009-2","GCC-68C846CE-80A8-4591-9C47-5BE3BBC4788C","Erigeron peregrinus","species","wfo-4000013785","Greene","Asteraceae","","",NA,"Erigeron",NA,"peregrinus","","species","Valid","Pittonia 3(16): 166 (1897)","Accepted",NA,"wfo-0000032541",NA,"Source in seed data: gcc Update namepublishedIn from Pittonia 3 166 1897  to Pittonia 3(16): 166 (1897), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-49575 >The","http://www.theplantlist.org/tpl1.1/record/gcc-49575","The Asteraceaae TEN","A","gcc-49575",NA,TRUE,"Synonym","wfo-0000052497","Erigeron peregrinus f. peregrinus",""
"160",160,"Antennaria rosea confinis","Antennaria rosea confinis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,9,128,1,"wfo-0000024879","urn:lsid:ipni.org:names:272200-2","GCC-32131B25-80EA-47B4-B8AC-CFC5C2077B9D","Antennaria rosea","species","wfo-4000002356","Greene","Asteraceae","","",NA,"Antennaria",NA,"rosea","","species","Valid","Pittonia 3(18): 281 (1898)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Pittonia 3: 281. 1898  to Pittonia 3(18): 281 (1898), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-124034 >","http://www.theplantlist.org/tpl1.1/record/gcc-124034","The Asteraceaae TEN","A","gcc-124034",NA,FALSE,"","","",""
"161",161,"Arnica chamissonis chamissonis","Arnica chamissonis chamissonis",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,3,129,1,"wfo-0000120344","urn:lsid:ipni.org:names:305804-2","GCC-C106FD6D-A987-4D67-A724-70373D04E6EB","Arnica chamissonis","species","wfo-4000003092","Less.","Asteraceae","","",NA,"Arnica",NA,"chamissonis","","species","Valid","Linnaea 6(2): 238 (1831)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 6: 238. 1831  to Linnaea 6(2): 238 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-81611 >The ","http://www.theplantlist.org/tpl1.1/record/gcc-81611","The Asteraceaae TEN","A","gcc-81611",NA,TRUE,"Synonym","wfo-0000058183","Arnica chamissonis f. chamissonis",""
"162",162,"Arnica chamissonis foliosa","Arnica chamissonis foliosa",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,8,130,1,"wfo-0000120344","urn:lsid:ipni.org:names:305804-2","GCC-C106FD6D-A987-4D67-A724-70373D04E6EB","Arnica chamissonis","species","wfo-4000003092","Less.","Asteraceae","","",NA,"Arnica",NA,"chamissonis","","species","Valid","Linnaea 6(2): 238 (1831)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Linnaea 6: 238. 1831  to Linnaea 6(2): 238 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-81611 >The ","http://www.theplantlist.org/tpl1.1/record/gcc-81611","The Asteraceaae TEN","A","gcc-81611",NA,FALSE,"","","",""
"163",163,"Artemisia gmelinii scheludjakoviae","Artemisia gmelinii scheludjakoviae",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,16,131,1,"wfo-0000084708","urn:lsid:ipni.org:names:179537-1","GCC-3EFC2570-D16F-495D-8D84-4C40128A9D52","Artemisia gmelinii","species","wfo-4000003144","Weber ex Stechm.","Asteraceae","","",NA,"Artemisia",NA,"gmelinii","","species","Valid","Artemis. 30 (XXX) (1775)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from 17 1775  to Artemis. 30 (XXX) (1775), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-41142 >The Plant List v.","http://www.theplantlist.org/tpl1.1/record/gcc-41142","The Asteraceaae TEN","A","gcc-41142",NA,FALSE,"","","",""
"164",164,"Senecio ambraceus","Senecio ambraceus ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,132,1,"wfo-0000006469","urn:lsid:ipni.org:names:60443627-2","GCC-E2AEC575-2CE2-4FA2-A0CC-A74EF55706BA","Jacobaea ambracea","species","wfo-4000019438","(Turcz. ex DC.) B.Nord.","Asteraceae","","",NA,"Jacobaea",NA,"ambracea","","species","Valid","Compositae Newslett. 44: 13 (2006)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Compositae Newslett. 44: 13. 2006 [20 Feb 2006]  to Compositae Newslett. 44: 13 (2006), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantl","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:60443627-2","The Asteraceaae TEN","A","gcc-106234",NA,TRUE,"Synonym","wfo-0000063841","Senecio ambraceus",""
"165",165,"Saussurea triangulata","Saussurea triangulata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,133,1,"wfo-0000027129","urn:lsid:ipni.org:names:242719-1","GCC-4A91066D-1D6E-40BD-BB58-1787AB583355","Saussurea triangulata","species","wfo-4000034182","Trautv. & C.A.Mey.","Asteraceae","","",NA,"Saussurea",NA,"triangulata","","species","Valid","in Middend. Reise (Fl. Ochot. 58).","Accepted",NA,"",NA,"Source in seed data: gcc Updated namepublishedin from Unknown (Fl. Ochot. 58)  to in Middend. Reise (Fl. Ochot. 58). , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/","http://www.theplantlist.org/tpl1.1/record/gcc-12622","The Asteraceaae TEN","A","gcc-12622",NA,FALSE,"","","",""
"166",166,"Cirsium drummondii","Cirsium drummondii ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,134,1,"wfo-0000133294","urn:lsid:ipni.org:names:195284-1","GCC-33B6F52B-6D0B-4D1A-A748-8C37652DD647","Cirsium drummondii","species","wfo-4000008373","Torr. & A.Gray","Asteraceae","","",NA,"Cirsium",NA,"drummondii","","species","Valid","Fl. N. Amer. 2: 459 (1843)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from 459 1843  to Fl. N. Amer. 2: 459 (1843), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-94102 >The Plant List","http://www.theplantlist.org/tpl1.1/record/gcc-94102","The Asteraceaae TEN","A","gcc-94102",NA,FALSE,"","","",""
"167",167,"Lactuca tatarica pulchella","Lactuca tatarica pulchella",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,10,135,1,"wfo-0000038158","urn:lsid:ipni.org:names:228306-1","GCC-36B87093-9955-4B39-B853-ED42357821F5","Lactuca tatarica","species","wfo-4000020393","C.A.Mey.","Asteraceae","","",NA,"Lactuca",NA,"tatarica","","species","Valid","Verz. Pfl. Casp. Meer. : 56 (1831)","Accepted",NA,"wfo-0000065977",NA,"Source in seed data: gcc Update namepublishedIn from 56 1831  to Verz. Pfl. Casp. Meer. : 56 (1831), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-136895 >The Pl","http://www.theplantlist.org/tpl1.1/record/gcc-136895","The Asteraceaae TEN","A","gcc-136895",NA,FALSE,"","","",""
"168",168,"Lonicera involucrata","Lonicera involucrata ",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,136,1,"wfo-0001290592","urn:lsid:ipni.org:names:143461-2","6000012","Lonicera involucrata","species","wfo-4000022170","(Richardson) Banks ex Spreng.","Caprifoliaceae","","",NA,"Lonicera",NA,"involucrata","","species","Valid","Syst. Veg. 1: 759 (1824)","Accepted",NA,"",NA,"Source in seed data: tro Update namepublishedIn from Syst. Veg. 1: 759 1825  to Syst. Veg. 1: 759 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-6000012 >","http://www.theplantlist.org/tpl1.1/record/tro-6000012","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-6000012",NA,FALSE,"","","",""
