"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"194",194,"Rumex confertus Willd.","Rumex confertus Willd.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,131,1,"wfo-0000403630","urn:lsid:ipni.org:names:697000-1","562337","Rumex confertus","species","wfo-4000033616","Willd.","Polygonaceae","","",NA,"Rumex",NA,"confertus","","species","Valid","Enum. Pl. : 397 (1809)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Enum. Pl. 397 1809  to Enum. Pl. : 397 (1809), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2424243 >The Pl","http://www.theplantlist.org/tpl1.1/record/kew-2424243","The Caryophyllales Taxonomic Expert Network","A","kew-2424243",NA,FALSE,"","","",""
"195",195,"Rumex crispus L.","Rumex crispus L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,132,1,"wfo-0000400136","urn:lsid:ipni.org:names:697523-1","556504","Rumex stenophyllus","species","wfo-4000033616","Ledeb.","Polygonaceae","","",NA,"Rumex",NA,"stenophyllus","","species","Valid","Fl. Altaic. 2: 58 (1830)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Altaic. 2: 58 1830  to Fl. Altaic. 2: 58 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2418316 >","http://www.theplantlist.org/tpl1.1/record/kew-2418316","The Caryophyllales Taxonomic Expert Network","A","kew-2418316",NA,TRUE,"Synonym","wfo-0001234587","Rumex crispus var. dentatus",""
"196",196,"Rumex longifolius DC.","Rumex longifolius DC.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,133,1,"wfo-0000406392","urn:lsid:ipni.org:names:60435397-2","567954","Rumex aquaticus  subsp. arcticus","subspecies","wfo-0000403540","(Trautv.) Hiitonen","Polygonaceae","","",NA,"Rumex",NA,"aquaticus","arcticus","subspecies","Valid","Suom. Kasvio : 297 (1933)","Accepted",NA,"wfo-0000403567",NA,"Source in seed data: cmp Update namepublishedIn from Suom. Kasvio 297 1933  to Suom. Kasvio : 297 (1933), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2429971 >","http://www.theplantlist.org/tpl1.1/record/kew-2429971","The Caryophyllales Taxonomic Expert Network","A","kew-2429971",NA,TRUE,"Synonym","wfo-0001242314","Rumex longifolius var. nanus",""
"197",197,"Sagina procumbens L.","Sagina procumbens L. ",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,12,134,1,"wfo-0000438492","urn:lsid:ipni.org:names:302082-2","622067","Sagina procumbens","species","wfo-4000033779","L.","Caryophyllaceae","","",NA,"Sagina",NA,"procumbens","","species","Valid","Sp. Pl. : 128 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 128 1753  to Sp. Pl. : 128 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2485289 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2485289","The Caryophyllales Taxonomic Expert Network","A","kew-2485289",NA,TRUE,"Synonym","wfo-0001291844","Sagina procumbens var. compacta",""
"198",198,"Salix alaxensis","Salix alaxensis (Anderss.) Coville",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,135,1,"wfo-0000929086","urn:lsid:ipni.org:names:225567-2","1033316","Salix alaxensis","species","wfo-4000033844","Coville","Salicaceae","","",NA,"Salix",NA,"alaxensis","","species","Valid","Proc. Wash. Acad. Sci. 2: 280 (1900)","Accepted",NA,"",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (Andersson) Coville to Coville, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-5001523 >The Plant L","http://www.theplantlist.org/tpl1.1/record/kew-5001523","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-5001523",NA,FALSE,"","","",""
"199",199,"Salix myrsinifolia subsp. borealis","Salix myrsinifolia subsp. borealis (Flod.) A.K.Skvortsov",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,136,1,"wfo-1200009795","urn:lsid:ipni.org:names:77201629-1","","Salix myrsinifolia subsp. borealis","subspecies","","(Fr.) Hyl.","Salicaceae","","",NA,"Salix",NA,"myrsinifolia","borealis","subspecies","","Nordisk Karlvaxtfl. 2: 387. 1966","Unchecked",NA,"",NA,"","","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","",NA,FALSE,"","","",""
"200",200,"Sanguisorba alpina Bunge","Sanguisorba alpina Bunge",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,137,1,"wfo-0001015999","urn:lsid:ipni.org:names:741331-1","6599","Sanguisorba alpina","species","wfo-4000033941","Bunge","Rosaceae","","",NA,"Sanguisorba",NA,"alpina","","species","Valid","Fl. Altaic. 1: 142 (1829)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from in Ledeb. Fl. Alt. i. 142.  to Fl. Altaic. 1: 142 (1829), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-6599","http://www.theplantlist.org/tpl1.1/record/rjp-6599","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-6599",NA,FALSE,"","","",""
"201",201,"Schedonorus pratensis","Schedonorus pratensis (Huds.) P. Beauv.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,138,1,"wfo-0000878460","urn:lsid:ipni.org:names:1138205-2","422867","Lolium pratense","species","wfo-4000022095","(Huds.) Darbysh.","Poaceae","","",NA,"Lolium",NA,"pratense","","species","Valid","Novon 3: 242 (1993)","Accepted",NA,"wfo-0000871673",NA,"Source in seed data: wcs Update namepublishedIn from Novon 3: 242. 1993  to Novon 3: 242 (1993), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-422867 >The Plant ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:1138205-2","The Poaceae TEN","A","kew-422867",NA,TRUE,"Synonym","wfo-0000897963","Schedonorus pratensis",""
"202",202,"Scorzoneroides autumnalis Moench","Scorzoneroides autumnalis Moench",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,139,1,"wfo-0000022256","urn:lsid:ipni.org:names:243480-1","GCC-7C5AD615-6F2C-427D-9C9C-C9F69D0F5EA0","Scorzoneroides autumnalis","species","wfo-4000034833","(L.) Moench","Asteraceae","","",NA,"Scorzoneroides",NA,"autumnalis","","species","Valid","Methodus : 549 (1794)","Accepted",NA,"wfo-0000024940",NA,"Source in seed data: gcc Update namepublishedIn from Methodus (Moench) 549. 1794 [4 May 1794]  to Methodus : 549 (1794), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/recor","http://www.theplantlist.org/tpl1.1/record/gcc-121516","The Asteraceaae TEN","A","gcc-121516",NA,FALSE,"","","",""
"203",203,"Senecio pseudoarnica Less.","Senecio pseudoarnica Less.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,140,1,"wfo-0001335954","urn:lsid:ipni.org:names:77128997-1","77128997-1","Jacobaea pseudoarnica","species","wfo-4000019438","(Less.) Zuev","Asteraceae","","",NA,"Jacobaea",NA,"pseudoarnica","","species","Valid","Konspekt Fl. Aziatsk. Rossii : 333 (2012)","Accepted",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Konspekt Fl. Aziatsk. Rossii 333. 2012 [after 15 Oct 2012]  to Konspekt Fl. Aziatsk. Rossii : 333 (2012), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77128997-1","The Asteraceaae TEN","A","",NA,TRUE,"Synonym","wfo-0000009426","Senecio pseudoarnica",""
"205",205,"Senecio viscosus L.","Senecio viscosus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,3,141,2,"wfo-0000095374","urn:lsid:ipni.org:names:248231-1","GCC-D012C7B2-69E1-45EC-A440-5F9841D6FB19","Senecio viscosus","species","wfo-4000035060","L.","Asteraceae","","",NA,"Senecio",NA,"viscosus","","species","Valid","Sp. Pl. : 868 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2: 868. 1753 [1 May 1753]  to Sp. Pl. : 868 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-51","http://www.theplantlist.org/tpl1.1/record/gcc-51556","The Asteraceaae TEN","A","gcc-51556",NA,FALSE,"","","","Not a synonym"
"206",206,"Senecio vulgaris L.","Senecio vulgaris L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,142,1,"wfo-0000137259","urn:lsid:ipni.org:names:907702-1","GCC-2D1DA8BB-441E-4C95-8617-95092C095457","Senecio dubitabilis","species","wfo-4000035060","C.Jeffrey & Y.L.Chen","Asteraceae","","",NA,"Senecio",NA,"dubitabilis","","species","Valid","Kew Bull. 39(2): 427 (1984)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Kew Bull. 39(2): 427. 1984 [13 Jul 1984]  to Kew Bull. 39(2): 427 (1984), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/gcc-97947","The Asteraceaae TEN","A","gcc-97947",NA,TRUE,"Synonym","wfo-0000100609","Senecio vulgaris var. dubius",""
"207",207,"Silene dioica subsp. dioica","Silene dioica subsp. dioica (L.) Clairv. ",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,14,143,1,"wfo-0000440478","urn:lsid:ipni.org:names:157239-1","624975","Silene dioica","species","wfo-4000035363","(L.) Clairv.","Caryophyllaceae","","",NA,"Silene",NA,"dioica","","species","Valid","Man. Herbor. Suisse : 146 (1811)","Accepted",NA,"wfo-0000360004",NA,"Source in seed data: cmp Update namepublishedIn from Man. Herbor. Suisse 146 1811  to Man. Herbor. Suisse : 146 (1811), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record","http://www.theplantlist.org/tpl1.1/record/kew-2488209","The Caryophyllales Taxonomic Expert Network","A","kew-2488209",NA,FALSE,"","","",""
"208",208,"Silene latifolia subsp. alba","Silene latifolia subsp. alba (Miller) Greuter & Burdet",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,144,1,"wfo-0000440845","urn:lsid:ipni.org:names:921549-1","625456","Silene latifolia  subsp. alba","subspecies","wfo-0000440842","(Mill.) Greuter & Burdet","Caryophyllaceae","","",NA,"Silene",NA,"latifolia","alba","subspecies","Valid","Willdenowia 12: 189 (1982)","Accepted",NA,"wfo-0000359888",NA,"Source in seed data: cmp Update namepublishedIn from Willdenowia 12: 189 1982  to Willdenowia 12: 189 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-24886","http://www.theplantlist.org/tpl1.1/record/kew-2488692","The Caryophyllales Taxonomic Expert Network","A","kew-2488692",NA,FALSE,"","","",""
"209",209,"Silene vulgaris subsp. vulgaris","Silene vulgaris subsp. vulgaris (Moench) Garcke",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,145,1,"wfo-0000440200","urn:lsid:ipni.org:names:158668-1","624606","Silene vulgaris","species","wfo-4000035363","(Moench) Garcke","Caryophyllaceae","","",NA,"Silene",NA,"vulgaris","","species","Valid","Fl. N. Mitt.-Deutschland , ed. 9: 64 (1869)","Accepted",NA,"wfo-0000561771",NA,"Source in seed data: cmp Update namepublishedIn from Fl. N. Mitt.-Deutschland ed. 9: 64 1869  to Fl. N. Mitt.-Deutschland , ed. 9: 64 (1869), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplant","http://www.theplantlist.org/tpl1.1/record/kew-2487840","The Caryophyllales Taxonomic Expert Network","A","kew-2487840",NA,TRUE,"Synonym","wfo-0001291697","Silene vulgaris subsp. vulgaris",""
"210",210,"Sinapis arvensis L.","Sinapis arvensis L.",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,12,146,1,"wfo-0000432651","urn:lsid:ipni.org:names:288960-1","613323","Sinapis arvensis","species","wfo-4000035420","L.","Brassicaceae","","",NA,"Sinapis",NA,"arvensis","","species","Valid","Sp. Pl. : 668 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 668 1753  to Sp. Pl. : 668 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2476411 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2476411","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2476411",NA,TRUE,"Synonym","wfo-0000442242","Sinapis arvensis f. orientalis","smallest ID"
"213",213,"Sisyrinchium montanum Greene","Sisyrinchium montanum Greene",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,147,1,"wfo-0000786519","urn:lsid:ipni.org:names:441187-1","325079","Sisyrinchium montanum","species","wfo-4000035553","Greene","Iridaceae","","",NA,"Sisyrinchium",NA,"montanum","","species","Valid","Pittonia 4: 33 (1899)","Accepted",NA,"",NA,"Source in seed data: iplants Update namepublishedIn from Pittonia 4(20): 33. 1899 [17 Mar 1899]  to Pittonia 4: 33 (1899), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/rec","http://www.theplantlist.org/tpl1.1/record/kew-325079","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-325079",NA,FALSE,"","","",""
"214",214,"Sonchus arvensis L.","Sonchus arvensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,148,1,"wfo-0001377951","urn:lsid:ipni.org:names:240665-2","240665-2","Sonchus arvensis var. nanus","variety","","Phil.","Asteraceae","","",NA,"Sonchus",NA,"arvensis","nanus","variety","","Anales Univ. Chile 87: 326 (1894)","Unchecked",NA,"",NA,"Source in seed data: ipni Update namepublishedIn from Anales Univ. Chile 87: 326. 1894  to Anales Univ. Chile 87: 326 (1894), information provided by Alan E. on email Jun. 07 2021","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:240665-2","The Asteraceaae TEN","A","",NA,FALSE,"","","",""
