"Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"Capsella bursa-pastoris","Capsella bursa-pastoris (L.) Medik.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,34,1,"wfo-0000585589","urn:lsid:ipni.org:names:279929-1","829427","Capsella bursa-pastoris","species","wfo-4000006621","Medik.","Brassicaceae","","",NA,"Capsella","","bursa-pastoris","","species","Valid","Pflanzeng. 85.","Accepted","","wfo-0000410870",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (L.) Medik. to Medik., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2697999 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/kew-2697999","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2697999","",FALSE,"","","",""
"Caragana arborescens Lam.","Caragana arborescens Lam.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,6,35,1,"wfo-0000213639","urn:lsid:ipni.org:names:483792-1","8707","Caragana arborescens","species","wfo-4000006638","Lam.","Fabaceae","","",NA,"Caragana","","arborescens","","species","Valid","Encycl.1: 615 (1785)","Accepted","","",NA,"Source in seed data: ildis Update namepublishedIn from Encycl. [J. Lamarck & al.] 1(2): 615. 1785 [1 Aug 1785]  to Encycl. 1: 615 (1785), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist","https://www.legumedata.org/taxonomy/taxon/698707","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8707","",TRUE,"Synonym","wfo-0001445053","Caragana arborescens f. nana",""
"Carduus crispus L.","Carduus crispus L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,9,36,1,"wfo-0000136888","urn:lsid:ipni.org:names:188569-1","GCC-0835F93D-149A-4964-A4BB-123AC27F1C6C","Carduus crispus","species","wfo-4000006704","L.","Asteraceae","","",NA,"Carduus","","crispus","","species","Valid","Sp. Pl. : 821 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl.: 821 (1753)  to Sp. Pl. : 821 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-9759 >The Plant ","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:188569-1","The Asteraceaae TEN","A","gcc-9759","",TRUE,"Synonym","wfo-0000107829","Carduus crispus var. albus",""
"Carum carvi L.","Carum carvi L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,37,1,"wfo-0000588460","urn:lsid:ipni.org:names:839677-1","832878","Carum carvi","species","wfo-4000006845","L.","Apiaceae","","",NA,"Carum","","carvi","","species","Valid","Sp. Pl. : 263 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 263 1753  to Sp. Pl. : 263 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2701499 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2701499","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2701499","",TRUE,"Synonym","wfo-0001068359","Carum carvi f. carvi",""
"Centaurea jacea L.","Centaurea jacea L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,38,1,"wfo-0000095537","urn:lsid:ipni.org:names:190753-1","GCC-FD1FE9DD-4899-4EA3-BE89-5FE5BA72ED4C","Centaurea jacea","species","wfo-4000007161","L.","Asteraceae","","",NA,"Centaurea","","jacea","","species","Valid","Sp. Pl. : 914 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from 914 1753  to Sp. Pl. : 914 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-51717 >The Plant List v.1.1","http://www.theplantlist.org/tpl1.1/record/gcc-51717","The Asteraceaae TEN","A","gcc-51717","",TRUE,"Synonym","wfo-0000049325","Centaurea jacea f. jacea",""
"Centaurea montana L.","Centaurea montana L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,39,1,"wfo-0000127150","urn:lsid:ipni.org:names:192740-1","GCC-64AA18B8-AC91-419E-9121-7ED433038621","Cheirolophus sempervirens","species","wfo-4000007783","Pomel","Asteraceae","","",NA,"Cheirolophus","","sempervirens","","species","Valid","Nouv. Mat. Fl. Atl. : 32 (1874)","Accepted","","wfo-0000126712",NA,"Source in seed data: gcc Updated scientificnameAuthorship from (L.) Pomel to Pomel, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-88159 >The Plant List v.1.1.</a","http://www.theplantlist.org/tpl1.1/record/gcc-88159","The Asteraceaae TEN","A","gcc-88159","",TRUE,"Synonym","wfo-0000105860","Centaurea montana var. alba",""
"Cerastium fontanum subsp. vulgare","Cerastium fontanum subsp. vulgare (Hartman) Greuter & Burdet",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,40,1,"wfo-0000595577","urn:lsid:ipni.org:names:920635-1","840939","Cerastium fontanum  subsp. vulgare","subspecies","wfo-0000595550","(Hartm.) Greuter & Burdet","Caryophyllaceae","","",NA,"Cerastium","","fontanum","vulgare","subspecies","Valid","Willdenowia 12: 37 (1982)","Accepted","","wfo-0000596295",NA,"Source in seed data: cmp Update namepublishedIn from Willdenowia 12: 37 1982  to Willdenowia 12: 37 (1982), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2710346","http://www.theplantlist.org/tpl1.1/record/kew-2710346","The Caryophyllales Taxonomic Expert Network","A","kew-2710346","",FALSE,"","","",""
"Chaerophyllum prescottii DC.","Chaerophyllum prescottii DC.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,4,41,1,"wfo-0000599070","urn:lsid:ipni.org:names:840249-1","844835","Chaerophyllum prescottii","species","wfo-4000007487","DC.","Apiaceae","","",NA,"Chaerophyllum","","prescottii","","species","Valid","Prodr. 4: 225 (1830)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Prodr. [A. P. de Candolle] 4: 225. 1830 [late Sep 1830]  to Prodr. 4: 225 (1830), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.or","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:840249-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2714293","",FALSE,"","","",""
"Chenopodium album L.","Chenopodium album L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,8,42,1,"wfo-0000600897","urn:lsid:ipni.org:names:55993-2","847395","Chenopodium album","species","wfo-4000007814","L.","Amaranthaceae","","",NA,"Chenopodium","","album","","species","Valid","Sp. Pl. : 219 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 219 1753  to Sp. Pl. : 219 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2716945 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2716945","The Caryophyllales Taxonomic Expert Network","A","kew-2716945","",TRUE,"Synonym","wfo-0000600917","Chenopodium album f. dubium","smallest ID"
"Chenopodium prostratum Bunge ex Herder","Chenopodium prostratum Bunge ex Herder",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,16,43,1,"wfo-0000437616","urn:lsid:ipni.org:names:1071140-2","620894","Suaeda maritima","species","wfo-4000037035","(L.) Dumort.","Amaranthaceae","","",NA,"Suaeda","","maritima","","species","Valid","Fl. Belg. : 22 (1827)","Accepted","","wfo-0000601502",NA,"Source in seed data: cmp Update namepublishedIn from Fl. Belg. 22 1827  to Fl. Belg. : 22 (1827), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2484020 >The Plan","http://www.theplantlist.org/tpl1.1/record/kew-2484020","The Caryophyllales Taxonomic Expert Network","A","kew-2484020","",TRUE,"Synonym","wfo-0000601676","Chenopodium prostratum","smallest ID"
"Cirsium arvense","Cirsium arvense (L.) Scop.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,44,1,"wfo-0000006870","urn:lsid:ipni.org:names:195034-1","GCC-7D643E5A-5D28-475F-AB44-A84067BA0168","Cirsium arvense","species","wfo-4000008373","(L.) Scop.","Asteraceae","","",NA,"Cirsium","","arvense","","species","Valid","Fl. Carniol. , ed. 2, 2: 126 (1772)","Accepted","","wfo-0000074013",NA,"Source in seed data: gcc Update namepublishedIn from Flora Carniolica 2 (1772) 126 1772  to Fl. Carniol. , ed. 2, 2: 126 (1772), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/gcc-106632","The Asteraceaae TEN","A","gcc-106632","",FALSE,"","","",""
"Cirsium arvense subsp. setosum","Cirsium arvense subsp. setosum (Willd.) Iljin",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,45,1,"wfo-0000006870","urn:lsid:ipni.org:names:195034-1","GCC-7D643E5A-5D28-475F-AB44-A84067BA0168","Cirsium arvense","species","wfo-4000008373","(L.) Scop.","Asteraceae","","",NA,"Cirsium","","arvense","","species","Valid","Fl. Carniol. , ed. 2, 2: 126 (1772)","Accepted","","wfo-0000074013",NA,"Source in seed data: gcc Update namepublishedIn from Flora Carniolica 2 (1772) 126 1772  to Fl. Carniol. , ed. 2, 2: 126 (1772), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/gcc-106632","The Asteraceaae TEN","A","gcc-106632","",TRUE,"Synonym","wfo-0000107256","Cirsium arvense subsp. setosum",""
"Crepis tectorum L.","Crepis tectorum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,46,1,"wfo-0000137047","urn:lsid:ipni.org:names:199863-1","GCC-3EFEE232-214D-4903-9766-94976431D04B","Crepis foliosa","species","wfo-4000009682","Babc.","Asteraceae","","",NA,"Crepis","","foliosa","","species","Valid","Univ. Calif. Publ. Bot. xxiii. 389 (1951).","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Univ. Calif. Publ. Bot. 23: 389. 1951  to Univ. Calif. Publ. Bot. xxiii. 389 (1951). , information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantli","http://www.theplantlist.org/tpl1.1/record/gcc-97743","The Asteraceaae TEN","A","gcc-97743","",TRUE,"Synonym","wfo-0000097031","Crepis tectorum var. pumila",""
"Dactylis glomerata L.","Dactylis glomerata L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,47,1,"wfo-0000861498","urn:lsid:ipni.org:names:397309-1","406640","Dactylis glomerata","species","wfo-4000010628","L.","Poaceae","","",NA,"Dactylis","","glomerata","","species","Valid","Sp. Pl. : 71 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 71 1753  to Sp. Pl. : 71 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-406640 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-406640","The Poaceae TEN","A","kew-406640","",FALSE,"","","",""
"Deschampsia cespitosa subsp. beringensis","Deschampsia cespitosa subsp. beringensis (Hultén) W.E.Lawr.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,48,1,"wfo-0001096088","urn:lsid:ipni.org:names:77168749-1","25510913","Deschampsia cespitosa  subsp. cespitosa","subspecies","wfo-0000862467","","Poaceae","","",NA,"Deschampsia","","cespitosa","cespitosa","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25510913 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25510913 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168749-1","The Poaceae TEN","A","tro-25510913","",TRUE,"Synonym","wfo-0000862480","Deschampsia cespitosa subsp. beringensis",""
"Deschampsia cespitosa subsp. cespitosa","Deschampsia cespitosa subsp. cespitosa (L.) P. Beauv.",FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,1,49,1,"wfo-0001096088","urn:lsid:ipni.org:names:77168749-1","25510913","Deschampsia cespitosa  subsp. cespitosa","subspecies","wfo-0000862467","","Poaceae","","",NA,"Deschampsia","","cespitosa","cespitosa","subspecies","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-25510913 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-25510913 >The Plant List v.1.0</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168749-1","The Poaceae TEN","A","tro-25510913","",FALSE,"","","",""
"Descurainia sophia","Descurainia sophia (L.) Webb",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,50,1,"wfo-0000641996","urn:lsid:ipni.org:names:282077-1","891459","Descurainia sophia","species","wfo-4000011184","(L.) Webb ex Prantl","Brassicaceae","","",NA,"Descurainia","","sophia","","species","Valid","Nat. Pflanzenfam. [Engler & Prantl] iii. 2. 192. 1891 [Mar 1891]","Accepted","","wfo-0000431922",NA,"Source in seed data: cmp Updated namepublishedIn from Nat. Pflanzenfam. 3(2): 192 1892  to Nat. Pflanzenfam. [Engler & Prantl] iii. 2. 192. 1891 [Mar 1891] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=htt","http://www.theplantlist.org/tpl1.1/record/kew-2761851","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2761851","",FALSE,"","","",""
"Draba nemorosa L.","Draba nemorosa L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,51,1,"wfo-0000655778","urn:lsid:ipni.org:names:83715-2","905095","Draba nemorosa","species","wfo-4000012494","L.","Brassicaceae","","",NA,"Draba","","nemorosa","","species","Valid","Sp. Pl. : 643 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 643 1753  to Sp. Pl. : 643 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2777030 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2777030","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2777030","",TRUE,"Synonym","wfo-0000655782","Draba nemorosa f. foliosa","smallest ID"
"Elymus repens","Elymus repens (L.) Gould",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,52,1,"wfo-0000866643","urn:lsid:ipni.org:names:90320-2","411505","Elymus repens","species","wfo-4000013270","(L.) Gould","Poaceae","","",NA,"Elymus","","repens","","species","Valid","Madroño 9: 127 (1947)","Accepted","","wfo-0000906270",NA,"Source in seed data: wcs Update namepublishedIn from Madroño 9: 127 1947  to Madroño 9: 127 (1947), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-411505 >The P","http://www.theplantlist.org/tpl1.1/record/kew-411505","The Poaceae TEN","A","kew-411505","",FALSE,"","","",""
"Epilobium ciliatum subsp. ciliatum Rafin.","Epilobium ciliatum subsp. ciliatum  Rafin.",TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,23,53,1,"wfo-0000668926","urn:lsid:ipni.org:names:611725-1","918093","Epilobium ciliatum","species","wfo-4000013609","Raf.","Onagraceae","","",NA,"Epilobium","","ciliatum","","species","Valid","Med. Repos. 2(5): 361 (1808)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Med. Repos. 2(5): 361 1808  to Med. Repos. 2(5): 361 (1808), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2","http://www.theplantlist.org/tpl1.1/record/kew-2790276","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2790276","",FALSE,"","","",""
"Erysimum cheiranthoides L.","Erysimum cheiranthoides L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,54,1,"wfo-0000678580","urn:lsid:ipni.org:names:307231-2","927709","Erysimum cheiranthoides","species","wfo-4000013961","L.","Brassicaceae","","",NA,"Erysimum","","cheiranthoides","","species","Valid","Sp. Pl. : 661 (1753)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 661 1753  to Sp. Pl. : 661 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2799902 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2799902","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2799902","",FALSE,"","","",""
"Euphrasia parviflora Schag.","Euphrasia parviflora Schag.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,55,2,"wfo-0001138652","","29205172","Euphrasia parviflora","species","wfo-4000014233","Schag.","Orobanchaceae","","",NA,"Euphrasia","","parviflora","","species","Valid","","Accepted","","",NA,"Source in seed data: tro More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/tro-29205172 >The Plant List v.1.1.</a> Originally in <a href=http://www.theplantlist.org/tpl/record/tro-29205172 >The Plant List v.1.0</a>","http://www.theplantlist.org/tpl1.1/record/tro-29205172","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","tro-29205172","",FALSE,"","","","Accepted"
"Festuca rubra subsp. rubra L.","Festuca rubra subsp. rubra L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,56,1,"wfo-0000871854","urn:lsid:ipni.org:names:30010036-2","416502","Festuca rubra","species","wfo-4000014703","L.","Poaceae","","",NA,"Festuca","","rubra","","species","Valid","Sp. Pl. : 74 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 74 1753  to Sp. Pl. : 74 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-416502 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-416502","The Poaceae TEN","A","kew-416502","",TRUE,"Synonym","wfo-0001096006","Festuca rubra subsp. rubra",""
"Galeopsis bifida Boenn.","Galeopsis bifida Boenn.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,7,57,1,"wfo-0000967949","urn:lsid:ipni.org:names:447034-1","85339","Galeopsis bifida","species","wfo-4000015223","Boenn.","Lamiaceae","","",NA,"Galeopsis","","bifida","","species","Valid","Prodr. Fl. Monast. Westphal. : 178 (1824)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Prodr. Fl. Monast. Westphal. 178. 1824 [14 Mar-20 May 1824]  to Prodr. Fl. Monast. Westphal. : 178 (1824), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=h","http://www.theplantlist.org/tpl1.1/record/kew-85339","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-85339","",FALSE,"","","",""
"Galeopsis speciosa Mill.","Galeopsis speciosa Mill.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,58,1,"wfo-0000968053","urn:lsid:ipni.org:names:447129-1","85436","Galeopsis speciosa","species","wfo-4000015223","Mill.","Lamiaceae","","",NA,"Galeopsis","","speciosa","","species","Valid","Gard. Dict. ed. 8 : n.º 3 (1768)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Gard. Dict., ed. 8. n. 3. 1768 [16 Apr 1768]  to Gard. Dict. ed. 8 : n.º 3 (1768), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.","http://www.theplantlist.org/tpl1.1/record/kew-85436","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-85436","",FALSE,"","","",""
"Galeopsis tetrahit L.","Galeopsis tetrahit L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,59,1,"wfo-0000968061","urn:lsid:ipni.org:names:447136-1","85443","Galeopsis tetrahit","species","wfo-4000015223","L.","Lamiaceae","","",NA,"Galeopsis","","tetrahit","","species","Valid","Sp. Pl. : 579 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 579 1753  to Sp. Pl. : 579 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-85443 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-85443","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-85443","",FALSE,"","","",""
"Galium mollugo subsp. erectum Syme","Galium mollugo subsp. erectum Syme",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,20,60,1,"wfo-0000969499","urn:lsid:ipni.org:names:750253-1","86839","Galium mollugo","species","wfo-4000015241","L.","Rubiaceae","","",NA,"Galium","","mollugo","","species","Valid","Sp. Pl. : 107 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 107. 1753 [1 May 1753]  to Sp. Pl. : 107 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-86","http://www.theplantlist.org/tpl1.1/record/kew-86839","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-86839","",FALSE,"","","",""
"Galium spurium subsp. vaillantii","Galium spurium subsp. vaillantii (DC.) Gaudin.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,61,1,"wfo-0000970245","urn:lsid:ipni.org:names:77168475-1","87557","Galium spurium  subsp. spurium","subspecies","wfo-0000970236","","Rubiaceae","","",NA,"Galium","","spurium","spurium","subspecies","Valid","Unknown","Accepted","","",NA,"Source in seed data: wcs Updated taxonomicStatus from Synonym to Accepted, information provided by Alan E. on email Jun. 03 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87557 >The Plant List v.1.1.</a> Origina","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77168475-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-87557","",TRUE,"Synonym","wfo-0000970249","Galium spurium subsp. vaillantii",""
"Galium verum L.","Galium verum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,7,62,2,"wfo-0000970562","urn:lsid:ipni.org:names:750829-1","87863","Galium verum","species","wfo-4000015241","L.","Rubiaceae","","",NA,"Galium","","verum","","species","Valid","Sp. Pl. : 107 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 107 1753  to Sp. Pl. : 107 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-87863 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-87863","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-87863","",TRUE,"Synonym","wfo-0001132343","Galium verum f. verum","smallest ID"
"Glechoma hederacea L.","Glechoma hederacea L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,63,1,"wfo-0000972872","urn:lsid:ipni.org:names:447338-1","90109","Glechoma hederacea","species","wfo-4000015729","L.","Lamiaceae","","",NA,"Glechoma","","hederacea","","species","Valid","Sp. Pl. : 578 (1753)","Accepted","","",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 578 1753  to Sp. Pl. : 578 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-90109 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/kew-90109","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-90109","",FALSE,"","","",""
"Gnaphalium uliginosum L.","Gnaphalium uliginosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,64,3,"wfo-0000075561","urn:lsid:ipni.org:names:210174-1","GCC-D05507F4-B2B1-48F8-8B89-3BBC98C538A4","Gnaphalium uliginosum","species","wfo-4000015882","L.","Asteraceae","","",NA,"Gnaphalium","","uliginosum","","species","Valid","Sp. Pl. : 856 (1753)","Accepted","","",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl.: 856 (1753)  to Sp. Pl. : 856 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-32241 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-32241","The Asteraceaae TEN","A","gcc-32241","",FALSE,"","","","Not a synonym"
"Heracleum persicum Desf.","Heracleum persicum Desf.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,65,1,"wfo-0000720170","urn:lsid:ipni.org:names:843131-1","973336","Heracleum persicum","species","wfo-4000017527","Desf. ex Fisch., C.A.Mey. & Avé-Lall.","Apiaceae","","",NA,"Heracleum","","persicum","","species","Valid","Index Seminum (LE, Petropolitanus) 7: 50 (1841)","Accepted","","",NA,"Source in seed data: cmp Update namepublishedIn from Index Seminum [St.Petersburg (Petropolitanus)] vii. 50 (1841).  to Index Seminum (LE, Petropolitanus) 7: 50 (1841), information provided by Alan E. on email Jun. 07 2021 More details could be found in ","http://www.theplantlist.org/tpl1.1/record/kew-2846111","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2846111","",FALSE,"","","",""
"Hordeum jubatum L.","Hordeum jubatum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,8,66,1,"wfo-0000874960","urn:lsid:ipni.org:names:278271-2","419476","Hordeum pubiflorum","species","wfo-4000018271","Hook.f. in Hook.","Poaceae","","",NA,"Hordeum","","pubiflorum","","species","Valid","Fl. Antarct. : 388 (1847)","Accepted","","",NA,"Source in seed data: wcs Updated scientificnameAuthorship from Hook.f. to Hook.f. in Hook., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-419476 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-419476","The Poaceae TEN","A","kew-419476","",TRUE,"Synonym","wfo-0000874836","Hordeum jubatum f. viride",""
